modified_question,modified_answer,assignment_id,objective,confidence,question,correct_answer,question_type,question_base,evidences,domain,worker_id,evidences_in_min,time_spent,video_link,video_id,time_in_original_video,duration
Are there any towns?,"Yes, there is one along the ocean. ",3TU5ZICBRD0KJKY9OE6KBRZTCMQQ8D,topography,very_high,"Are there any towns? If so, where?","Yes, there is one along the ocean. ","['Existence', 'Location', 'Number']",['scene'],"[{0: [0.795, 3.861]}]",Geography,A3CYKU3BMX9HWQ,"[{0: ['00:00.795', '00:03.861']}]",3598.0,https://www.dropbox.com/s/pgkvfz88xs9o0pk/TK-Hinshaw_1-clip-1.mp4?raw=1,TK-Hinshaw_1-clip-1,"{'frames': {'start': '00:01:53.380', 'end': '00:03:04.351'}, 'seconds': {'start': '113.38004469669885', 'end': '184.3510144053152'}, 'split-method': 'auto'}",70.97096970861635
"Except for the town along the ocean, are there any other manmade features?","Yes, there are farmfields. ",3TU5ZICBRD0KJKY9OE6KBRZTCMQQ8D,topography,very_high,Are there any other manmade features?,"Yes, there are farmfields. ",['Existence'],['scene'],"[{0: [0.0, 5.734]}]",Geography,A3CYKU3BMX9HWQ,"[{0: ['00:00.000', '00:05.734']}]",3598.0,https://www.dropbox.com/s/pgkvfz88xs9o0pk/TK-Hinshaw_1-clip-1.mp4?raw=1,TK-Hinshaw_1-clip-1,"{'frames': {'start': '00:01:53.380', 'end': '00:03:04.351'}, 'seconds': {'start': '113.38004469669885', 'end': '184.3510144053152'}, 'split-method': 'auto'}",70.97096970861635
What did the man do in the beginning?,He jumped out of the plane.,3TU5ZICBRD0KJKY9OE6KBRZTCMQQ8D,actions,very_high,What did the man do in the beginning?,He jumped out of the plane.,['Motion'],['scene'],"[{0: [0.0, 7.083]}]",Geography,A3CYKU3BMX9HWQ,"[{0: ['00:00.000', '00:07.083']}]",3598.0,https://www.dropbox.com/s/67w4tjhtbcyywlt/TK-Hinshaw_7-clip-0.mp4?raw=1,TK-Hinshaw_7-clip-0,"{'frames': {'start': '00:00:00.000', 'end': '00:01:03.697'}, 'seconds': {'start': '0.0', 'end': '63.69696666666667'}, 'split-method': 'auto'}",63.69696666666667
What is the man doing the video?,They are skydiving.,3TU5ZICBRD0KJKY9OE6KBRZTCMQQ8D,actions,very_high,What is happening?,They are skydiving.,['Motion'],['scene'],"[{0: [0.0, 12.892]}]",Geography,A3CYKU3BMX9HWQ,"[{0: ['00:00.000', '00:12.892']}]",3598.0,https://www.dropbox.com/s/67w4tjhtbcyywlt/TK-Hinshaw_7-clip-0.mp4?raw=1,TK-Hinshaw_7-clip-0,"{'frames': {'start': '00:00:00.000', 'end': '00:01:03.697'}, 'seconds': {'start': '0.0', 'end': '63.69696666666667'}, 'split-method': 'auto'}",63.69696666666667
What equipment did they use?,A parachute and a wingsuit.,3TU5ZICBRD0KJKY9OE6KBRZTCMQQ8D,actions,very_high,What equipment did they use?,A parachute and a wingsuit. ,['Existence'],['scene'],"[{0: [44.843, 48.919]}, {1: [54.525, 58.295]}]",Geography,A3CYKU3BMX9HWQ,"[{0: ['00:44.843', '00:48.919']}, {1: ['00:54.525', '00:58.295']}]",3598.0,https://www.dropbox.com/s/67w4tjhtbcyywlt/TK-Hinshaw_7-clip-0.mp4?raw=1,TK-Hinshaw_7-clip-0,"{'frames': {'start': '00:00:00.000', 'end': '00:01:03.697'}, 'seconds': {'start': '0.0', 'end': '63.69696666666667'}, 'split-method': 'auto'}",63.69696666666667
What sorts of terrain are the vegetation present in?,"Forest, plateaus, mountainous, valleys, and arboreal. ",3TU5ZICBRD0KJKY9OE6KBRZTCMQQ8D,Vegetation,very_high,What sorts of terrain are the vegetation present in?,"Forest, plateaus, mountainous, valleys, and arboreal. ",['Location'],['scene'],"[{0: [0.0, 5.621]}, {1: [22.118, 30.917]}, {2: [59.389, 69.41]}, {3: [90.917, 100.326]}, {4: [121.467, 133.32]}]",Geography,A3CYKU3BMX9HWQ,"[{0: ['00:00.000', '00:05.621']}, {1: ['00:22.118', '00:30.917']}, {2: ['00:59.389', '01:09.410']}, {3: ['01:30.917', '01:40.326']}, {4: ['02:01.467', '02:13.320']}]",3598.0,https://www.dropbox.com/s/fdn7bg0btcrsman/Primal-Earth-Sounds_11-clip-7.mp4?raw=1,Primal-Earth-Sounds_11-clip-7,"{'frames': {'start': '00:31:29.917', 'end': '00:34:02.667'}, 'seconds': {'start': '1889.9166666666667', 'end': '2042.6666666666667'}, 'split-method': 'auto'}",152.75
What kinds of vegetation are there in the different terrains?,"There are deciduous and coniferous forests, shrubbery, and grasses. ",3TU5ZICBRD0KJKY9OE6KBRZTCMQQ8D,Vegetation,very_high,What kinds of vegetation are there in the different terrains?,"There are deciduous and coniferous forests, shrubbery, and grasses. ",['Entity'],['scene'],"[{0: [16.253, 26.273]}, {1: [51.446, 62.689]}, {2: [126.721, 136.375]}, {3: [43.137, 50.957]}]",Geography,A3CYKU3BMX9HWQ,"[{0: ['00:16.253', '00:26.273']}, {1: ['00:51.446', '01:02.689']}, {2: ['02:06.721', '02:16.375']}, {3: ['00:43.137', '00:50.957']}]",3598.0,https://www.dropbox.com/s/fdn7bg0btcrsman/Primal-Earth-Sounds_11-clip-7.mp4?raw=1,Primal-Earth-Sounds_11-clip-7,"{'frames': {'start': '00:31:29.917', 'end': '00:34:02.667'}, 'seconds': {'start': '1889.9166666666667', 'end': '2042.6666666666667'}, 'split-method': 'auto'}",152.75
Is the vegetation sparse or dense across all terrain?,It is dense.,3TU5ZICBRD0KJKY9OE6KBRZTCMQQ8D,Vegetation,very_high,Is the vegetation sparse or dense?,It is dense. ,"['Existence', 'Number']",['scene'],"[{0: [0.0, 9.287]}, {1: [42.403, 48.758]}]",Geography,A3CYKU3BMX9HWQ,"[{0: ['00:00.000', '00:09.287']}, {1: ['00:42.403', '00:48.758']}]",3598.0,https://www.dropbox.com/s/fdn7bg0btcrsman/Primal-Earth-Sounds_11-clip-7.mp4?raw=1,Primal-Earth-Sounds_11-clip-7,"{'frames': {'start': '00:31:29.917', 'end': '00:34:02.667'}, 'seconds': {'start': '1889.9166666666667', 'end': '2042.6666666666667'}, 'split-method': 'auto'}",152.75
How many people are there?,Two,3TU5ZICBRD0KJKY9OE6KBRZTCMQQ8D,People,very_high,How many people are there?,Three. ,['Number'],['scene'],"[{0: [0.0, 2.746]}]",Geography,A3CYKU3BMX9HWQ,"[{0: ['00:00.000', '00:02.746']}]",3598.0,https://www.dropbox.com/s/3hwxyoh8rf9tl46/Norwegian-Explorer_7-clip-0.mp4?raw=1,Norwegian-Explorer_7-clip-0,"{'frames': {'start': '00:00:00.000', 'end': '00:01:01.300'}, 'seconds': {'start': '0.0', 'end': '61.3'}, 'split-method': 'auto'}",61.3
What are the people doing there?,They are skiing.,3TU5ZICBRD0KJKY9OE6KBRZTCMQQ8D,People,very_high,What are they doing?,They are skiing. ,['Motion'],['scene'],"[{0: [0.0, 3.727]}]",Geography,A3CYKU3BMX9HWQ,"[{0: ['00:00.000', '00:03.727']}]",3598.0,https://www.dropbox.com/s/3hwxyoh8rf9tl46/Norwegian-Explorer_7-clip-0.mp4?raw=1,Norwegian-Explorer_7-clip-0,"{'frames': {'start': '00:00:00.000', 'end': '00:01:01.300'}, 'seconds': {'start': '0.0', 'end': '61.3'}, 'split-method': 'auto'}",61.3
What is the environment like?,It is a sunny day in a snowy canyon.,3TU5ZICBRD0KJKY9OE6KBRZTCMQQ8D,People,very_high,What is the environment like?,It is a sunny day in a snowy canyon. ,['Location'],['scene'],"[{0: [51.345, 56.739]}]",Geography,A3CYKU3BMX9HWQ,"[{0: ['00:51.345', '00:56.739']}]",3598.0,https://www.dropbox.com/s/3hwxyoh8rf9tl46/Norwegian-Explorer_7-clip-0.mp4?raw=1,Norwegian-Explorer_7-clip-0,"{'frames': {'start': '00:00:00.000', 'end': '00:01:01.300'}, 'seconds': {'start': '0.0', 'end': '61.3'}, 'split-method': 'auto'}",61.3
What type of environment is this?,It is a prairie and temperate forest environment,3F0BG9B9MPMPS8KC5JV8AD600BO7YX,Landscape,very_high,What type of environment is this?,It is a prairie and temperate forest environment,"['Existence', 'Location']",['scene'],"[{0: [20.949, 26.09]}, {1: [43.772, 50.498]}]",Geography,A3CYKU3BMX9HWQ,"[{0: ['00:20.949', '00:26.090']}, {1: ['00:43.772', '00:50.498']}]",2414.0,https://www.dropbox.com/s/bh085q5yeerbu1r/Virtual-Running-Videos_1-clip-0.mp4?raw=1,Virtual-Running-Videos_1-clip-0,"{'frames': {'start': '00:00:00.000', 'end': '00:01:00.060'}, 'seconds': {'start': '0.0', 'end': '60.06006006006006'}, 'split-method': 'auto'}",60.06006006006006
Are there any bodies of water?,Yes.,3F0BG9B9MPMPS8KC5JV8AD600BO7YX,Landscape,very_high,Are there any bodies of water?,Yes. ,['Existence'],"['audio', 'scene']","[{0: [40.12, 43.58]}]",Geography,A3CYKU3BMX9HWQ,"[{0: ['00:40.120', '00:43.580']}]",2414.0,https://www.dropbox.com/s/bh085q5yeerbu1r/Virtual-Running-Videos_1-clip-0.mp4?raw=1,Virtual-Running-Videos_1-clip-0,"{'frames': {'start': '00:00:00.000', 'end': '00:01:00.060'}, 'seconds': {'start': '0.0', 'end': '60.06006006006006'}, 'split-method': 'auto'}",60.06006006006006
Are there any features indicating human activity?,Yes.,3F0BG9B9MPMPS8KC5JV8AD600BO7YX,Landscape,very_high,Are there any features indicating human activity?,Yes. ,['Existence'],['scene'],"[{0: [0.0, 3.411]}, {1: [20.565, 27.195]}, {2: [39.88, 45.117]}]",Geography,A3CYKU3BMX9HWQ,"[{0: ['00:00.000', '00:03.411']}, {1: ['00:20.565', '00:27.195']}, {2: ['00:39.880', '00:45.117']}]",2414.0,https://www.dropbox.com/s/bh085q5yeerbu1r/Virtual-Running-Videos_1-clip-0.mp4?raw=1,Virtual-Running-Videos_1-clip-0,"{'frames': {'start': '00:00:00.000', 'end': '00:01:00.060'}, 'seconds': {'start': '0.0', 'end': '60.06006006006006'}, 'split-method': 'auto'}",60.06006006006006
What kinds of bodies of water are there?,There are rivers and streams.,3F0BG9B9MPMPS8KC5JV8AD600BO7YX,Water,very_high,What kinds of bodies of water are there?,There are rivers and streams. ,"['Entity', 'Motion', 'Spatial relationship']",['scene'],"[{0: [7.24, 14.236]}]",Geography,A3CYKU3BMX9HWQ,"[{0: ['00:07.240', '00:14.236']}]",2414.0,https://www.dropbox.com/s/r6imsp6nqrjdq2q/Norwegian-Explorer_11-clip-54.mp4?raw=1,Norwegian-Explorer_11-clip-54,"{'frames': {'start': '00:58:25.000', 'end': '00:59:41.700'}, 'seconds': {'start': '3505.0', 'end': '3581.7'}, 'split-method': 'auto'}",76.69999999999982
Where are the rivers located?,In valleys.,3F0BG9B9MPMPS8KC5JV8AD600BO7YX,Water,very_high,Where are the rivers located?,In valleys.  ,['Location'],['scene'],"[{0: [36.632, 42.154]}]",Geography,A3CYKU3BMX9HWQ,"[{0: ['00:36.632', '00:42.154']}]",2414.0,https://www.dropbox.com/s/r6imsp6nqrjdq2q/Norwegian-Explorer_11-clip-54.mp4?raw=1,Norwegian-Explorer_11-clip-54,"{'frames': {'start': '00:58:25.000', 'end': '00:59:41.700'}, 'seconds': {'start': '3505.0', 'end': '3581.7'}, 'split-method': 'auto'}",76.69999999999982
What type of environment is it?,"Mountainous, temperate forest. ",3F0BG9B9MPMPS8KC5JV8AD600BO7YX,Water,very_high,What type of environment is it?,"Mountainous, temperate forest. ",['Location'],['scene'],"[{0: [0.0, 9.449]}]",Geography,A3CYKU3BMX9HWQ,"[{0: ['00:00.000', '00:09.449']}]",2414.0,https://www.dropbox.com/s/r6imsp6nqrjdq2q/Norwegian-Explorer_11-clip-54.mp4?raw=1,Norwegian-Explorer_11-clip-54,"{'frames': {'start': '00:58:25.000', 'end': '00:59:41.700'}, 'seconds': {'start': '3505.0', 'end': '3581.7'}, 'split-method': 'auto'}",76.69999999999982
Are there people in this area?,Yes.,3F0BG9B9MPMPS8KC5JV8AD600BO7YX,People,very_high,Are there people in this area?,Yes. ,['Existence'],['scene'],"[{0: [0.0, 12.609]}]",Geography,A3CYKU3BMX9HWQ,"[{0: ['00:00.000', '00:12.609']}]",2414.0,https://www.dropbox.com/s/n1lcmdttr1qe45h/TreadmillTV_4-clip-5.mp4?raw=1,TreadmillTV_4-clip-5,"{'frames': {'start': '00:19:48.487', 'end': '00:22:24.543'}, 'seconds': {'start': '1188.4873', 'end': '1344.5432'}, 'split-method': 'auto'}",156.05590000000007
What are the people doing there?,Walking/hiking.,3F0BG9B9MPMPS8KC5JV8AD600BO7YX,People,very_high,What are they doing?,Walking/hiking. ,['Motion'],['scene'],"[{0: [20.974, 35.581]}]",Geography,A3CYKU3BMX9HWQ,"[{0: ['00:20.974', '00:35.581']}]",2414.0,https://www.dropbox.com/s/n1lcmdttr1qe45h/TreadmillTV_4-clip-5.mp4?raw=1,TreadmillTV_4-clip-5,"{'frames': {'start': '00:19:48.487', 'end': '00:22:24.543'}, 'seconds': {'start': '1188.4873', 'end': '1344.5432'}, 'split-method': 'auto'}",156.05590000000007
Are there trails?,Yes,3F0BG9B9MPMPS8KC5JV8AD600BO7YX,People,very_high,Are there trails?,Yes,['Existence'],['scene'],"[{0: [60.425, 78.153]}]",Geography,A3CYKU3BMX9HWQ,"[{0: ['01:00.425', '01:18.153']}]",2414.0,https://www.dropbox.com/s/n1lcmdttr1qe45h/TreadmillTV_4-clip-5.mp4?raw=1,TreadmillTV_4-clip-5,"{'frames': {'start': '00:19:48.487', 'end': '00:22:24.543'}, 'seconds': {'start': '1188.4873', 'end': '1344.5432'}, 'split-method': 'auto'}",156.05590000000007
Is there an area where more than 5 people are there?,Yes.,3F0BG9B9MPMPS8KC5JV8AD600BO7YX,People,very_high,Is there a high density of people?,Yes. ,['Number'],['scene'],"[{0: [0.0, 16.355]}]",Geography,A3CYKU3BMX9HWQ,"[{0: ['00:00.000', '00:16.355']}]",2414.0,https://www.dropbox.com/s/n1lcmdttr1qe45h/TreadmillTV_4-clip-5.mp4?raw=1,TreadmillTV_4-clip-5,"{'frames': {'start': '00:19:48.487', 'end': '00:22:24.543'}, 'seconds': {'start': '1188.4873', 'end': '1344.5432'}, 'split-method': 'auto'}",156.05590000000007
What kinds of natural features are there?,"Forest, rivers, hills/mountains. ",3F0BG9B9MPMPS8KC5JV8AD600BO7YX,Topography,very_high,What kinds of natural features are there?,"Forest, rivers, hills/mountains. ",['Existence'],['scene'],"[{0: [24.091, 31.661]}]",Geography,A3CYKU3BMX9HWQ,"[{0: ['00:24.091', '00:31.661']}]",2414.0,https://www.dropbox.com/s/hk9eyagv9kqtr60/The-Flying-Dutchman_5-clip-30.mp4?raw=1,The-Flying-Dutchman_5-clip-30,"{'frames': {'start': '00:35:01.433', 'end': '00:36:10.502'}, 'seconds': {'start': '2101.4326666666666', 'end': '2170.5016666666666'}, 'split-method': 'auto'}",69.06899999999996
What kind of forest is it?,Temperate rainforest.,3F0BG9B9MPMPS8KC5JV8AD600BO7YX,Topography,very_high,What kind of forest is it?,Temperate rainforest. ,['Entity'],['scene'],"[{0: [15.582, 21.494]}]",Geography,A3CYKU3BMX9HWQ,"[{0: ['00:15.582', '00:21.494']}]",2414.0,https://www.dropbox.com/s/hk9eyagv9kqtr60/The-Flying-Dutchman_5-clip-30.mp4?raw=1,The-Flying-Dutchman_5-clip-30,"{'frames': {'start': '00:35:01.433', 'end': '00:36:10.502'}, 'seconds': {'start': '2101.4326666666666', 'end': '2170.5016666666666'}, 'split-method': 'auto'}",69.06899999999996
"Are there any trails, structures, or other unnatural features?","Yes, there is a trail. ",3F0BG9B9MPMPS8KC5JV8AD600BO7YX,Topography,very_high,"Are there any trails, structures, or other unnatural features?","Yes, there is a trail. ",['Existence'],['scene'],"[{0: [0.0, 10.885]}]",Geography,A3CYKU3BMX9HWQ,"[{0: ['00:00.000', '00:10.885']}]",2414.0,https://www.dropbox.com/s/hk9eyagv9kqtr60/The-Flying-Dutchman_5-clip-30.mp4?raw=1,The-Flying-Dutchman_5-clip-30,"{'frames': {'start': '00:35:01.433', 'end': '00:36:10.502'}, 'seconds': {'start': '2101.4326666666666', 'end': '2170.5016666666666'}, 'split-method': 'auto'}",69.06899999999996
Are there people in the area?,Yes.,3F0BG9B9MPMPS8KC5JV8AD600BO7YX,People,very_high,Are there people in the area?,Yes. ,"['Entity', 'Existence']",['scene'],"[{0: [27.944, 32.088]}, {1: [43.344, 47.936]}]",Geography,A3CYKU3BMX9HWQ,"[{0: ['00:27.944', '00:32.088']}, {1: ['00:43.344', '00:47.936']}]",2414.0,https://www.dropbox.com/s/qkawcecxkx76x28/Virtual-Running-Videos_0-manual.mp4?raw=1,Virtual-Running-Videos_0-manual,"{'seconds': {'start': '2:05', 'end': '3:15'}, 'split-method': 'manual'}",70.0
What are the people doing there?,"Walking, and driving.",3F0BG9B9MPMPS8KC5JV8AD600BO7YX,People,very_high,What are they doing?,"Running, walking, and driving. ",['Motion'],['scene'],"[{0: [29.064, 33.096]}, {1: [41.496, 45.416]}]",Geography,A3CYKU3BMX9HWQ,"[{0: ['00:29.064', '00:33.096']}, {1: ['00:41.496', '00:45.416']}]",2414.0,https://www.dropbox.com/s/qkawcecxkx76x28/Virtual-Running-Videos_0-manual.mp4?raw=1,Virtual-Running-Videos_0-manual,"{'seconds': {'start': '2:05', 'end': '3:15'}, 'split-method': 'manual'}",70.0
"Except for the people, who are walking and driving, are there any other signs of human activity?","Yes. There are roads, benches, and a walk/bike lane. ",3F0BG9B9MPMPS8KC5JV8AD600BO7YX,People,very_high,Are there any other signs of human activity? If so what are they?,"Yes. There are roads, benches, and a walk/bike lane. ","['Existence', 'Motion']",['scene'],"[{0: [38.808, 44.856]}]",Geography,A3CYKU3BMX9HWQ,"[{0: ['00:38.808', '00:44.856']}]",2414.0,https://www.dropbox.com/s/qkawcecxkx76x28/Virtual-Running-Videos_0-manual.mp4?raw=1,Virtual-Running-Videos_0-manual,"{'seconds': {'start': '2:05', 'end': '3:15'}, 'split-method': 'manual'}",70.0
Could this video be used in a lecture to supplement teaching/learning about hydrology/hydrologic cycle?,"Since this video shows some of the many ways water can move, I think it would be an interesting clip to see in a lecture about hydrology",3RJSC4XJ10TD89A89I52K1YKXSX50Y,I am interested in the different ways these bodies of water are moving.,moderate,Could this video be used in a lecture to supplement teaching/learning about hydrology/hydrologic cycle?,"Since this video shows some of the many ways water can move, I think it would be an interesting clip to see in a lecture about hydrology","['Motion', 'Reasoning']","['audio', 'scene']","[{0: [4.435, 10.331]}, {1: [30.653, 36.404]}, {2: [48.246, 52.535]}]",Geography,A3VTSFIMHEWR0L,"[{0: ['00:04.435', '00:10.331']}, {1: ['00:30.653', '00:36.404']}, {2: ['00:48.246', '00:52.535']}]",1643.0,https://www.dropbox.com/s/fxzmuaiq26hq2jk/Primal-Earth-Sounds_4-clip-30.mp4?raw=1,Primal-Earth-Sounds_4-clip-30,"{'frames': {'start': '00:33:57.292', 'end': '00:34:58.208'}, 'seconds': {'start': '2037.2916666666667', 'end': '2098.2083333333335'}, 'split-method': 'auto'}",60.91666666666674
Is this part of a ski resort?,"Judging by al the snow and mountains and the chair lift shown, I believe this to be part of a ski resort.",3RJSC4XJ10TD89A89I52K1YKXSX50Y,I am curious about how/how long it took for the person to get on top of that steep hill ,moderate,Is this part of a ski resort?,"Judging by al the snow and mountains and the chair lift shown, I believe this to be part of a ski resort.","['Location', 'Reasoning', 'Spatial relationship']",['scene'],"[{0: [1.134, 6.87]}, {1: [8.804, 13.74]}, {2: [15.007, 26.813]}]",Geography,A3VTSFIMHEWR0L,"[{0: ['00:01.134', '00:06.870']}, {1: ['00:08.804', '00:13.740']}, {2: ['00:15.007', '00:26.813']}]",1643.0,https://www.dropbox.com/s/p1rlx3dl7u9hds2/Nick-Gaillard_4-clip-2.mp4?raw=1,Nick-Gaillard_4-clip-2,"{'frames': {'start': '00:02:06.542', 'end': '00:03:29.917'}, 'seconds': {'start': '126.54166666666667', 'end': '209.91666666666666'}, 'split-method': 'auto'}",83.37499999999999
Are these skiiers at an advanced/expert level of skiing?,"Judging by the tricks they are doing which appear to be complicated, I would assume they are rather experienced skiiers.",3RJSC4XJ10TD89A89I52K1YKXSX50Y,I am interested in how long they have been skiing for,moderate,Are these skiiers at an advanced/expert level of skiing?,"Judging by the tricks they are doing which appear to be complicated, I would assume they are rather experienced skiiers.","['Motion', 'Reasoning']",['scene'],"[{0: [2.752, 5.99]}, {1: [10.577, 16.999]}, {2: [27.307, 30.707]}]",Geography,A3VTSFIMHEWR0L,"[{0: ['00:02.752', '00:05.990']}, {1: ['00:10.577', '00:16.999']}, {2: ['00:27.307', '00:30.707']}]",1643.0,https://www.dropbox.com/s/77qub8q3h38l9ni/Nick-Gaillard_2-clip-2.mp4?raw=1,Nick-Gaillard_2-clip-2,"{'frames': {'start': '00:02:01.542', 'end': '00:03:09.000'}, 'seconds': {'start': '121.54166666666667', 'end': '189.0'}, 'split-method': 'auto'}",67.45833333333333
What kind of environment is this?,Arboreal mountain environment.,33FBRBDW6OYGPJOQJW5PRMAC87SC8X,Topography,very_high,What kind of environment is this?,Arboreal mountain environment. ,['Location'],['scene'],"[{0: [49.705, 55.55]}]",Geography,A3CYKU3BMX9HWQ,"[{0: ['00:49.705', '00:55.550']}]",2713.0,https://www.dropbox.com/s/8ysb4k9ur0jm46s/Nick-Gaillard_9-clip-0.mp4?raw=1,Nick-Gaillard_9-clip-0,"{'frames': {'start': '00:00:00.000', 'end': '00:01:01.395'}, 'seconds': {'start': '0.0', 'end': '61.394666666666666'}, 'split-method': 'auto'}",61.394666666666666
What kinds of features are there?,"There are mountains, creeks, and waterfalls. ",33FBRBDW6OYGPJOQJW5PRMAC87SC8X,Topography,very_high,What kinds of features are there?,"There are mountains, creeks, and waterfalls. ",['Existence'],['scene'],"[{0: [28.094, 33.595]}, {1: [40.766, 45.383]}, {2: [23.87, 26.817]}]",Geography,A3CYKU3BMX9HWQ,"[{0: ['00:28.094', '00:33.595']}, {1: ['00:40.766', '00:45.383']}, {2: ['00:23.870', '00:26.817']}]",2713.0,https://www.dropbox.com/s/8ysb4k9ur0jm46s/Nick-Gaillard_9-clip-0.mp4?raw=1,Nick-Gaillard_9-clip-0,"{'frames': {'start': '00:00:00.000', 'end': '00:01:01.395'}, 'seconds': {'start': '0.0', 'end': '61.394666666666666'}, 'split-method': 'auto'}",61.394666666666666
